Question ID,Book,Subject,Class,Board/Program,Chapter Number,Chapter Name,Question Type,Difficulty,Question,Answer
55761,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Two long current-carrying parallel wires are placed as shown. Which of the following figures will represent the magnitude and direction of the forces exerted on the wires?
[NTSE]
(a)
(b)
(c)
(d)","Two long current-carrying parallel wires are placed as shown. Which of the following figures will represent the magnitude and direction of the forces exerted on the wires?
[NTSE]
(a)
(b)
(c)
(d)"
55762,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Magnetic field at the centre of a circular coil of radius R carrying current ' i ' is B ? i/R and its direction is given by right-hand thumb rule. Magnetic field at the centre of a circular arc subtending an angle ? (in degree) is B ? i/R ((?)/(360°)) and its direction can be found using
Fig. (1)
right hand rule.
[NTSE]
Fig. (2)
Consider two circular coils made of uniform conductors as shown in figure 3 and 4. In figure 3 points C and D are diametrically opposite to each other and in figure 4 ? P O2 Q= 120°. Then magnetic fields
Fig. (3)
_ _ _ _ .
Fig. (4)
(a) At both O1 and O2 are zero.
(b) At both O1 and O2 are non-zero.
(c) At zero at O1 but non-zero at O2
(d) Is non-zero at O1 but zero at O2","Magnetic field at the centre of a circular coil of radius R carrying current ' i ' is B ? i/R and its direction is given by right-hand thumb rule. Magnetic field at the centre of a circular arc subtending an angle ? (in degree) is B ? i/R ((?)/(360°)) and its direction can be found using
Fig. (1)
right hand rule.
[NTSE]
Fig. (2)
Consider two circular coils made of uniform conductors as shown in figure 3 and 4. In figure 3 points C and D are diametrically opposite to each other and in figure 4 ? P O2 Q= 120°. Then magnetic fields
Fig. (3)
_ _ _ _ .
Fig. (4)
(a) At both O1 and O2 are zero.
(b) At both O1 and O2 are non-zero.
(c) At zero at O1 but non-zero at O2
(d) Is non-zero at O1 but zero at O2"
55763,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A current loop, having two circular arcs joined by two radial lines is shown in the figure. It carries a current of 10 A . The magnetic field at point O will be close to:
[NTSE]
(a) 1.0 × 10?? T
(b) 1.5 × 10?? T
(c) 1.5 × 10?? T
(d) 1.0 × 10?? T","A current loop, having two circular arcs joined by two radial lines is shown in the figure. It carries a current of 10 A . The magnetic field at point O will be close to:
[NTSE]
(a) 1.0 × 10?? T
(b) 1.5 × 10?? T
(c) 1.5 × 10?? T
(d) 1.0 × 10?? T"
55764,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A cylindrical conductor of radius R is carrying a constant current. The plot of the magnitude of the magnetic field, B with the distance, d , from the centre of the conductor, is correctly represented by the figure :
[JSTSE]
(a)
(b)
(c)
(d)","A cylindrical conductor of radius R is carrying a constant current. The plot of the magnitude of the magnetic field, B with the distance, d , from the centre of the conductor, is correctly represented by the figure :
[JSTSE]
(a)
(b)
(c)
(d)"
55765,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"An electron move with velocity v in a uniform magnetic field B . The magnetic force experienced by the electron is
[NTSE]
(a) Always zero
(b) Never zero
(c) Zero if v is perpendicular to B
(d) Zero if v is parallel to B","An electron move with velocity v in a uniform magnetic field B . The magnetic force experienced by the electron is
[NTSE]
(a) Always zero
(b) Never zero
(c) Zero if v is perpendicular to B
(d) Zero if v is parallel to B"
55766,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Proton with kinetic energy of 1 MeV moves from south to north. It gets an acceleration of 10¹² m / s² by an applied magnetic field (west to east). The value of magnetic field: (Rest mass of proton is 1.6 × 10?²? k g )
[NTSE]
(a) 0.71 mT
(b) 7.1 mT
(c) 0.071 mT
(d) 71 mT","Proton with kinetic energy of 1 MeV moves from south to north. It gets an acceleration of 10¹² m / s² by an applied magnetic field (west to east). The value of magnetic field: (Rest mass of proton is 1.6 × 10?²? k g )
[NTSE]
(a) 0.71 mT
(b) 7.1 mT
(c) 0.071 mT
(d) 71 mT"
55767,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A long solenoid of 50 cm length having 100 turns carries a current of 2.5 A . The magnetic field at the centre of the solenoid is :
[JSTSE]
( ?0= 4 ? × 10?? T m A?¹ )
(a) 3.14 × 10?? T
(b) 6.28 × 10?? T
(c) 3.14 × 10?? T
(d) 6.28 × 10?? T","A long solenoid of 50 cm length having 100 turns carries a current of 2.5 A . The magnetic field at the centre of the solenoid is :
[JSTSE]
( ?0= 4 ? × 10?? T m A?¹ )
(a) 3.14 × 10?? T
(b) 6.28 × 10?? T
(c) 3.14 × 10?? T
(d) 6.28 × 10?? T"
55768,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"A current i ampere flows in a circular arc of wire whose radius is R , which subtends an angle 3 ? / 2 radian at its centre. The magnetic induction B at the centre is
(a) (?0 i)/(R)
(b) (?0 i)/(2 R)
(c) (2 ?0 i)/(R)
(d) (3 ?0 i)/(8 R)","(d) 34. (a, b, c) 35. (a)"
55769,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"In which of the following cases does the electromagnetic induction occur -
(a) a current is started in a wire held near a loop of wire
(b) the current is stopped in a wire held near a loop of wire
(c) a magnet is moved through a loop of wire
(d) a loop of wire is held near a magnet","In which of the following cases does the electromagnetic induction occur -
(a) a current is started in a wire held near a loop of wire
(b) the current is stopped in a wire held near a loop of wire
(c) a magnet is moved through a loop of wire
(d) a loop of wire is held near a magnet"
55770,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The magnetic induction at the centre O in the figure shown is
(a) (?0 i)/(4) (1/R1 ? 1/R2)
(b) (?0 i)/(4) (1/R1 + 1/R2)
(c) (?0 i)/(4) (R1 ? R2)
(d) (?0 i)/(4) (R1 + R2)","The magnetic induction at the centre O in the figure shown is
(a) (?0 i)/(4) (1/R1 ? 1/R2)
(b) (?0 i)/(4) (1/R1 + 1/R2)
(c) (?0 i)/(4) (R1 ? R2)
(d) (?0 i)/(4) (R1 + R2)"
55771,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"Which of the following statements are true about the magnetic susceptibility ?m of paramagnetic substance
(a) value of ?m is inversely proportional to the absolute temperature of the sample
(b) ?m is positive at all temperature
(c) ?m is negative at all temperature
(d) ?m does not depend on the temperature of the sample","(a, b) ?m= (C)/((T ? TC))."
55772,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Easy,"The direction in which beam deflects :
(a) east
(b) west
(c) north-east
(d) south-west",(a) 38. (d) 39. (b) 40. (a) 41. (b)
55773,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The acceleration of any electron due to the magnetic field is:
(a) 3.14 × 10¹? m / s²
(b) 4.28 × 10¹? m / s²
(c) 5.56 × 10¹² m / s²
(d) 6.28 × 10¹? m / s²","The acceleration of any electron due to the magnetic field is:
(a) 3.14 × 10¹? m / s²
(b) 4.28 × 10¹? m / s²
(c) 5.56 × 10¹² m / s²
(d) 6.28 × 10¹? m / s²"
55774,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,MCQ,Moderate,"The transverse deflection of the beam after travelling 20.0 cm through the television tube :
(a) 1.96 mm
(b) 2.98 mm
(c) 4.24 mm
(d) none of these","The transverse deflection of the beam after travelling 20.0 cm through the television tube :
(a) 1.96 mm
(b) 2.98 mm
(c) 4.24 mm
(d) none of these"
55775,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,4,Magnetic Effects of Electric Current,Assertion-Reason,Difficult,"Assertion : A proton moves horizontally towards a vertical long conductor having an upward electric current. It will deflect vertically downward.
Reason : Seeing the proton and the conductor from the side of the proton, the magnetic field at the site of the proton will be towards right. Hence the force F ? = q v ? × B ? will deflect the proton vertically downward.","Assertion : A proton moves horizontally towards a vertical long conductor having an upward electric current. It will deflect vertically downward.
Reason : Seeing the proton and the conductor from the side of the proton, the magnetic field at the site of the proton will be towards right. Hence the force F ? = q v ? × B ? will deflect the proton vertically downward."
